,open,high,low,close,adjclose,volume,ticker,adjclose_15,true_adjclose_15,buy_profit,sell_profit
1997-10-28,0.1958329975605011,0.25,0.19374999403953552,0.24739600718021393,0.24739600718021393,234384000,AMZN,0.867854,0.22083300352096558,-0.026563003659248352,0.0
1997-11-06,0.24583299458026886,0.24583299458026886,0.23177100718021393,0.23307299613952637,0.23307299613952637,58272000,AMZN,0.931342,0.20624999701976776,-0.026822999119758606,0.0
1997-11-07,0.22083300352096558,0.23203100264072418,0.2192710041999817,0.22395800054073334,0.22395800054073334,52536000,AMZN,0.90547156,0.2135419994592667,-0.010416001081466647,0.0
1997-11-20,0.22864599525928497,0.23020799458026886,0.2255209982395172,0.22916699945926666,0.22916699945926666,118464000,AMZN,0.92530584,0.2270829975605011,-0.002084001898765564,0.0
1997-11-26,0.2119790017604828,0.22057299315929413,0.2119790017604828,0.21302099525928497,0.21302099525928497,32616000,AMZN,0.86812633,0.21458299458026886,0.0015619993209838867,0.0
1997-12-01,0.2119790017604828,0.21875,0.20677100121974945,0.21354199945926666,0.21354199945926666,47664000,AMZN,0.9546863,0.2348960041999817,0.021354004740715027,0.0
1997-12-11,0.21979199349880219,0.2416670024394989,0.21979199349880219,0.234375,0.234375,100296000,AMZN,0.9339405,0.23749999701976776,0.0031249970197677612,0.0
1997-12-15,0.22916699945926666,0.23333300650119781,0.22031299769878387,0.22916699945926666,0.22916699945926666,33888000,AMZN,0.8833418,0.23906299471855164,0.009895995259284973,0.0
1997-12-19,0.2114579975605011,0.2260420024394989,0.20833300054073334,0.22499999403953552,0.22499999403953552,95064000,AMZN,0.8721032,0.2322919964790344,0.007292002439498874,0.0
1997-12-22,0.22499999403953552,0.23906299471855164,0.2216150015592575,0.2348960041999817,0.2348960041999817,87048000,AMZN,0.85853297,0.24375000596046448,0.008854001760482788,0.0
1997-12-23,0.234375,0.23697899281978607,0.23125000298023224,0.23125000298023224,0.23125000298023224,23544000,AMZN,0.90586066,0.24765600264072418,0.016405999660491943,0.0
1997-12-31,0.24375000596046448,0.2520830035209656,0.2421880066394806,0.2510420083999634,0.2510420083999634,88920000,AMZN,0.7722065,0.24687500298023227,-0.004167005419731112,0.0
1998-01-08,0.2348960041999817,0.23515599966049194,0.2265630066394806,0.23072899878025055,0.23072899878025055,120312000,AMZN,0.8669341,0.24583299458026886,0.01510399580001831,0.0
1998-01-13,0.2171880006790161,0.23333300650119781,0.21614600718021393,0.23229199647903442,0.23229199647903442,146424000,AMZN,0.75045466,0.25312501192092896,0.02083301544189453,0.0
1998-01-22,0.25364598631858826,0.2635419964790344,0.2510420083999634,0.2567709982395172,0.2567709982395172,189432000,AMZN,0.7757665,0.26302099227905273,0.0062499940395355225,0.0
1998-01-28,0.23749999701976776,0.2416670024394989,0.23125000298023224,0.23854200541973114,0.23854200541973114,105864000,AMZN,1.0189358,0.26145800948143005,0.022916004061698914,0.0
1998-02-05,0.25572898983955383,0.25572898983955383,0.24375000596046448,0.24687500298023224,0.24687500298023224,116640000,AMZN,0.99040854,0.3208329975605011,0.07395799458026886,0.0
1998-02-19,0.2554689943790436,0.2645829916000366,0.25416699051856995,0.26145800948143005,0.26145800948143005,88728000,AMZN,1.0591879,0.3270829916000366,0.06562498211860657,0.0
1998-02-23,0.2645829916000366,0.27083298563957214,0.26041701436042786,0.27031299471855164,0.27031299471855164,79560000,AMZN,0.9634654,0.3291670083999634,0.05885401368141174,0.0
1998-02-27,0.30104199051856995,0.33177098631858826,0.299219012260437,0.3208329975605011,0.3208329975605011,494136000,AMZN,0.9777137,0.3499999940395355,0.029166996479034424,0.0
1998-03-03,0.3145830035209656,0.31562501192092896,0.2979170083999634,0.2989580035209656,0.2989580035209656,160320000,AMZN,1.1792551,0.3510420024394989,0.052083998918533325,0.0
1998-03-25,0.35416701436042786,0.3572919964790344,0.3375000059604645,0.3403649926185608,0.3403649926185608,225792000,AMZN,1.3813719,0.41041699051857,0.07005199790000921,0.0
1998-03-30,0.3578130006790161,0.36458298563957214,0.35468798875808716,0.3578130006790161,0.3578130006790161,110016000,AMZN,0.9656442,0.3877600133419037,0.029947012662887573,0.0
1998-04-08,0.3598960041999817,0.3739579916000366,0.35624998807907104,0.36927101016044617,0.36927101016044617,226296000,AMZN,1.1464425,0.38229200243949885,0.013020992279052679,0.0
1998-04-15,0.4083330035209656,0.41666701436042786,0.39375001192092896,0.40052101016044617,0.40052101016044617,223848000,AMZN,1.1787077,0.37656301259994507,-0.0239579975605011,0.0
1998-04-22,0.3885419964790344,0.3901039958000183,0.36250001192092896,0.36354199051856995,0.36354199051856995,226032000,AMZN,1.2100695,0.38697901368141174,0.023437023162841797,0.0
1998-04-27,0.34739598631858826,0.3526040017604828,0.3213540017604828,0.3447920083999634,0.3447920083999634,377712000,AMZN,1.1433773,0.36692699790000916,0.022134989500045776,0.0
1998-05-01,0.38645800948143005,0.39635398983955383,0.3770830035209656,0.39375001192092896,0.39375001192092896,186144000,AMZN,1.9134234,0.3583329916000366,-0.035417020320892334,0.0
1998-05-05,0.3916670083999634,0.3979170024394989,0.38802099227905273,0.3904950022697449,0.3904950022697449,119976000,AMZN,1.660847,0.36093801259994507,-0.029556989669799805,0.0
1998-05-07,0.37916699051856995,0.38749998807907104,0.3677079975605011,0.37916699051856995,0.37916699051856995,277752000,AMZN,0.94328094,0.36718800663948065,-0.0119789838790893,0.0
1998-05-14,0.3833329975605011,0.39427098631858826,0.37916699051856995,0.3815099895000458,0.3815099895000458,172008000,AMZN,1.6157259,0.3687500059604645,-0.012759983539581299,0.0
1998-05-15,0.3828130066394806,0.38541701436042786,0.3729169964790344,0.3734380006790161,0.3734380006790161,92568000,AMZN,1.6403818,0.38541701436042786,0.011979013681411743,0.0
1998-05-20,0.37656301259994507,0.3812499940395355,0.3677079975605011,0.36927101016044617,0.36927101016044617,80976000,AMZN,1.4157268,0.5208330154418945,0.15156200528144836,0.0
1998-05-28,0.36354199051856995,0.3656249940395355,0.35520800948143005,0.35807299613952637,0.35807299613952637,188256000,AMZN,1.0973668,0.6010419726371765,0.24296897649765015,0.0
1998-06-03,0.3739579916000366,0.3770830035209656,0.3499999940395355,0.3520829975605011,0.3520829975605011,131628000,AMZN,1.2418066,0.8317710161209106,0.47968801856040955,0.0
1998-06-25,0.8333330154418945,0.8729169964790344,0.800000011920929,0.8255209922790527,0.8255209922790527,1089300000,AMZN,2.3098447,0.9984380006790161,0.17291700839996338,0.0
1998-07-09,0.921875,0.9708330035209656,0.875,0.8791670203208923,0.8791670203208923,589860000,AMZN,2.7715523,0.9479169845581055,0.06874996423721313,0.0
1998-07-10,0.8583329916000366,0.8822919726371765,0.8177080154418945,0.8291670083999634,0.8291670083999634,499644000,AMZN,2.9196131,0.9239580035209656,0.0947909951210022,0.0
1998-07-21,1.1437499523162842,1.225000023841858,1.0666669607162476,1.1005209684371948,1.1005209684371948,946560000,AMZN,2.2778742,1.0333329439163208,-0.06718802452087402,0.0
1998-07-27,0.9927080273628235,1.0614579916000366,0.9635419845581055,1.046354055404663,1.046354055404663,576612000,AMZN,2.134246,0.9973959922790528,-0.04895806312561024,0.0
1998-07-31,0.9541670083999634,0.9593750238418579,0.909375011920929,0.9239580035209656,0.9239580035209656,268812000,AMZN,1.9015762,1.0807290077209473,0.1567710041999817,0.0
1998-08-06,0.8697919845581055,0.9375,0.8588539958000183,0.9125000238418579,0.9125000238418579,372072000,AMZN,1.8071209,0.9916669726371765,0.0791669487953186,0.0
1998-08-07,0.9270830154418945,0.9906250238418579,0.9114580154418945,0.9666669964790344,0.9666669964790344,468660000,AMZN,1.8032469,0.8824219703674316,-0.08424502611160278,0.0
1998-08-14,1.089063048362732,1.0895830392837524,1.0020829439163208,1.0229170322418213,1.0229170322418213,388200000,AMZN,1.920685,0.71875,-0.3041670322418213,0.0
1998-08-17,1.006250023841858,1.026563048362732,0.987500011920929,0.9973959922790527,0.9973959922790527,292356000,AMZN,1.9503601,0.768750011920929,-0.22864598035812378,0.0
1998-08-18,1.0098960399627686,1.0760420560836792,0.9927080273628235,1.0723960399627686,1.0723960399627686,360012000,AMZN,1.9709725,0.7041670083999634,-0.3682290315628052,0.0
1998-08-28,0.9979169964790344,1.0072920322418213,0.8604170083999634,0.8824219703674316,0.8824219703674316,780720000,AMZN,1.8058981,0.7124999761581421,-0.16992199420928955,0.0
1998-08-31,0.8786460161209106,0.8968750238418579,0.6927080154418945,0.6979169845581055,0.6979169845581055,820008000,AMZN,1.7977415,0.7348960041999817,0.03697901964187622,0.0
1998-09-01,0.6343749761581421,0.721875011920929,0.5416669845581055,0.6662759780883789,0.6662759780883789,1349016000,AMZN,2.1761158,0.8760420083999633,0.20976603031158436,0.0
1998-09-02,0.6927080154418945,0.800000011920929,0.6833329796791077,0.7322919964790344,0.7322919964790344,946572000,AMZN,2.255086,0.8510419726371764,0.11874997615814198,0.0
1998-09-18,0.6479169726371765,0.676563024520874,0.6473960280418396,0.6640629768371582,0.6640629768371582,334848000,AMZN,2.3086221,0.7598959803581238,0.09583300352096558,0.0
1998-09-21,0.6333330273628235,0.7239580154418945,0.6333330273628235,0.7124999761581421,0.7124999761581421,475344000,AMZN,2.1193252,0.7765629887580872,0.06406301259994507,0.0
1998-10-02,0.8776040077209473,0.9322919845581055,0.8416669964790344,0.918749988079071,0.918749988079071,689916000,AMZN,2.026996,0.9677079916000365,0.048958003520965465,0.0
1998-10-12,0.809374988079071,0.8416669964790344,0.7749999761581421,0.7765629887580872,0.7765629887580872,436344000,AMZN,2.460357,1.0916670560836792,0.31510406732559204,0.0
1998-10-16,0.8218749761581421,0.8494790196418762,0.8083329796791077,0.8286460041999817,0.8286460041999817,428100000,AMZN,1.7296292,1.0380209684371948,0.20937496423721313,0.0
1998-11-05,1.0640629529953003,1.084375023841858,1.0520830154418945,1.0708329677581787,1.0708329677581787,294648000,AMZN,1.9578997,1.805207967758179,0.7343750000000002,0.0
1998-11-10,1.068750023841858,1.1666669845581055,1.0677080154418945,1.0979169607162476,1.0979169607162476,687516000,AMZN,1.91212,1.6625000238418577,0.5645830631256101,0.0
1998-11-17,1.078125,1.2854169607162476,1.0708329677581787,1.2374999523162842,1.2374999523162842,1222836000,AMZN,2.627599,1.8020830154418945,0.5645830631256104,0.0
1998-11-24,1.8666670322418213,1.9427080154418945,1.7083330154418945,1.787500023841858,1.787500023841858,1633512000,AMZN,3.6465197,2.408333063125611,0.6208330392837529,0.0
1998-11-25,1.8041670322418213,1.8624999523162842,1.7083330154418945,1.7526040077209473,1.7526040077209473,550452000,AMZN,2.5518303,2.3062500953674316,0.5536460876464844,0.0
1998-12-02,1.7244789600372314,1.7291669845581055,1.6463539600372314,1.662500023841858,1.662500023841858,592980000,AMZN,2.8148808,2.708333015441895,1.045832991600037,0.0
1998-12-04,1.6291669607162476,1.6416670083999634,1.5208330154418945,1.5708329677581787,1.5708329677581787,445152000,AMZN,3.7568047,2.9328129291534424,1.3619799613952637,0.0
1998-12-11,1.750520944595337,1.8666670322418213,1.75,1.8583329916000366,1.8583329916000366,509352000,AMZN,3.5599875,3.112499952316284,1.2541669607162476,0.0
1998-12-21,2.5291669368743896,2.6812500953674316,2.5,2.65625,2.65625,667680000,AMZN,3.597908,3.700000047683716,1.0437500476837158,0.0
1998-12-30,2.7750000953674316,2.860416889190674,2.532291889190674,2.6770830154418945,2.6770830154418945,651672000,AMZN,3.3443618,3.075000047683716,0.3979170322418213,0.0
1999-01-05,2.739063024520874,3.2437500953674316,2.6624999046325684,3.112499952316284,3.112499952316284,1257464000,AMZN,4.8110642,3.1406249999999996,0.028125047683715376,0.0
1999-01-06,3.409374952316284,3.5093750953674316,3.3499999046325684,3.450000047683716,3.450000047683716,723532000,AMZN,4.978659,3.0718750953674316,-0.3781249523162842,0.0
1999-01-12,4.512499809265137,4.550000190734863,3.9749999046325684,4.084374904632568,4.084374904632568,488864000,AMZN,5.2183657,3.143749952316284,-0.9406249523162842,0.0
1999-01-13,3.125,4.087500095367432,3.125,3.700000047683716,3.700000047683716,597528000,AMZN,4.4718947,2.950000047683716,-0.75,0.0
1999-01-21,2.612499952316284,2.7593750953674316,2.31406307220459,2.6500000953674316,2.6500000953674316,940964000,AMZN,3.6960845,2.746875047683716,0.09687495231628418,0.0
1999-01-29,3.0406250953674316,3.0406250953674316,2.875,2.92343807220459,2.92343807220459,327920000,AMZN,3.9237382,2.6624999046325684,-0.2609381675720215,0.0
1999-02-02,2.909374952316284,2.910938024520874,2.7125000953674316,2.7562499046325684,2.7562499046325684,260972000,AMZN,3.4226263,2.7734379768371586,0.017188072204590288,0.0
1999-02-04,3.1312499046325684,3.168750047683716,2.90625,2.950000047683716,2.950000047683716,232992000,AMZN,3.4528847,3.203125,0.2531249523162842,0.0
1999-02-05,2.924999952316284,3.0718750953674316,2.8078129291534424,2.8968749046325684,2.8968749046325684,171320000,AMZN,3.2609951,3.3250000476837154,0.428125143051147,0.0
1999-03-02,3.36093807220459,3.393749952316284,3.0265629291534424,3.03281307220459,3.03281307220459,332064000,AMZN,3.8953028,2.9843749999999996,-0.04843807220459029,0.0
1999-03-03,3.09375,3.1875,3.0062499046325684,3.0875000953674316,3.0875000953674316,310576000,AMZN,3.8146706,3.0921878814697266,0.004687786102294922,0.0
1999-03-05,3.098438024520874,3.112499952316284,2.9593749046325684,3.0374999046325684,3.0374999046325684,243524000,AMZN,3.8049717,3.476562976837158,0.43906307220458984,0.0
1999-03-16,3.4749999046325684,3.5093750953674316,3.3187499046325684,3.34531307220459,3.34531307220459,150688000,AMZN,4.134804,4.395312786102295,1.049999713897705,0.0
1999-03-18,3.3218750953674316,3.5,3.309375047683716,3.460937976837158,3.460937976837158,246004000,AMZN,4.0292234,4.571875095367432,1.1109371185302734,0.0
1999-03-19,3.546875,3.5765628814697266,3.375,3.37656307220459,3.37656307220459,214504000,AMZN,3.912194,4.61093807220459,1.234375,0.0
1999-03-22,3.32968807220459,3.4124999046325684,3.262500047683716,3.299999952316284,3.299999952316284,131968000,AMZN,3.6949508,4.459374904632568,1.1593749523162842,0.0
1999-03-26,3.5,3.6937499046325684,3.434375047683716,3.476562976837158,3.476562976837158,498440000,AMZN,4.107335,3.973438024520874,0.4968750476837158,0.0
1999-03-29,3.75,3.7874999046325684,3.700000047683716,3.7406249046325684,3.7406249046325684,377760000,AMZN,4.3520246,4.300000190734863,0.5593752861022949,0.0
1999-04-05,4.315625190734863,4.6875,4.293749809265137,4.662499904632568,4.662499904632568,318336000,AMZN,4.9050636,5.179687976837158,0.5171880722045898,0.0
1999-04-09,4.453125,4.650000095367432,4.393750190734863,4.571875095367432,4.571875095367432,136780000,AMZN,5.0559316,4.301562786102295,-0.2703123092651367,0.0
1999-04-21,4.309374809265137,4.550000190734863,4.224999904632568,4.481249809265137,4.481249809265137,221640000,AMZN,5.505822,3.5734379291534424,-0.9078118801116943,0.0
1999-05-06,3.700000047683716,3.7750000953674316,3.393749952316284,3.434375047683716,3.434375047683716,365688000,AMZN,4.5756154,2.864063024520874,-0.5703120231628418,0.0
1999-05-07,3.518749952316284,3.5999999046325684,3.2750000953674316,3.409374952316284,3.409374952316284,333080000,AMZN,4.311053,2.9687499999999996,-0.4406249523162846,0.0
1999-05-14,3.328125,3.3687500953674316,3.2453129291534424,3.309375047683716,3.309375047683716,225336000,AMZN,3.7278466,2.934375047683716,-0.375,0.0
1999-05-20,3.418750047683716,3.450000047683716,3.262500047683716,3.270313024520874,3.270313024520874,137880000,AMZN,3.9947326,2.6453130245208745,-0.6249999999999996,0.0
1999-06-02,2.6187500953674316,2.875,2.4281249046325684,2.8031249046325684,2.8031249046325684,738128000,AMZN,3.2521327,2.9437499046325684,0.140625,0.0
1999-06-10,2.796875,2.953125,2.753124952316284,2.898437976837158,2.898437976837158,254212000,AMZN,3.465185,3.059375047683716,0.16093707084655762,0.0
1999-06-14,2.598438024520874,2.612499952316284,2.2437500953674316,2.299999952316284,2.299999952316284,415292000,AMZN,2.854997,3.171875,0.8718750476837158,0.0
1999-06-16,2.53281307220459,2.825000047683716,2.5250000953674316,2.7921879291534424,2.7921879291534424,434144000,AMZN,3.6915436,3.1343750953674316,0.34218716621398926,0.0
1999-07-01,3.1312499046325684,3.1624999046325684,2.950000047683716,3.059375047683716,3.059375047683716,287656000,AMZN,3.5872781,2.864063024520874,-0.1953120231628418,0.0
1999-07-12,3.125,3.137500047683716,2.9000000953674316,2.934375047683716,2.934375047683716,213064000,AMZN,3.4470153,2.3499999046325684,-0.5843751430511475,0.0
1999-07-19,3.4000000953674316,3.4156250953674316,3.2874999046325684,3.2921879291534424,3.2921879291534424,188768000,AMZN,3.9789975,2.137500047683716,-1.1546878814697266,0.0
1999-07-29,2.559375047683716,2.609375,2.5,2.539062976837158,2.539062976837158,374960000,AMZN,3.5996702,2.6531250476837163,0.11406207084655806,0.0
1999-08-10,2.1343750953674316,2.304687976837158,2.049999952316284,2.2750000953674316,2.2750000953674316,463900000,AMZN,3.4952545,3.1093750000000004,0.8343749046325688,0.0
1999-08-16,2.456249952316284,2.5218749046325684,2.387500047683716,2.457813024520874,2.457813024520874,255064000,AMZN,3.2142844,3.1468749046325684,0.6890618801116943,0.0
1999-08-23,2.898437976837158,3.012500047683716,2.893749952316284,2.9593749046325684,2.9593749046325684,384120000,AMZN,3.5422933,3.299999952316284,0.3406250476837158,0.0
1999-08-25,3.070312976837158,3.325000047683716,3.0374999046325684,3.3218750953674316,3.3218750953674316,418828000,AMZN,3.8600473,3.262500047683716,-0.05937504768371582,0.0
1999-08-31,2.9593749046325684,3.117187976837158,2.804687976837158,3.109375,3.109375,655848000,AMZN,3.3879488,3.299999952316284,0.19062495231628418,0.0
1999-09-08,3.0999999046325684,3.1624999046325684,3.046875,3.0718750953674316,3.0718750953674316,139520000,AMZN,3.8937576,4.037499904632568,0.9656248092651367,0.0
1999-09-10,3.296875,3.4000000953674316,3.2437500953674316,3.325000047683716,3.325000047683716,248418000,AMZN,3.8655581,3.8624999523162846,0.5374999046325688,0.0
1999-09-23,3.3499999046325684,3.4375,3.0617189407348633,3.112499952316284,3.112499952316284,287472000,AMZN,3.6709645,3.979687929153443,0.8671879768371586,0.0
1999-09-29,3.325000047683716,4.25,3.2874999046325684,4.037499904632568,4.037499904632568,1587488000,AMZN,5.097312,4.025000095367432,-0.012499809265136719,0.0
1999-10-01,3.8499999046325684,3.9625000953674316,3.832813024520874,3.862499952316284,3.862499952316284,208606000,AMZN,5.1107903,3.9312500953674316,0.06875014305114746,0.0
1999-10-11,4.456250190734863,4.46875,4.337500095367432,4.418749809265137,4.418749809265137,133848000,AMZN,4.970661,3.456249952316284,-0.9624998569488525,0.0
1999-10-13,4.125,4.25,3.9781250953674316,3.996875047683716,3.996875047683716,231236000,AMZN,4.5723805,3.2906250953674316,-0.7062499523162842,0.0
1999-11-03,3.409374952316284,3.424999952316284,3.25,3.2906250953674316,3.2906250953674316,215442000,AMZN,3.9867065,4.362500190734863,1.0718750953674316,0.0
1999-11-11,3.737499952316284,3.831249952316284,3.5687499046325684,3.6500000953674316,3.6500000953674316,185878000,AMZN,4.550562,4.328125,0.6781249046325684,0.0
1999-11-26,4.553124904632568,4.756249904632568,4.53125,4.65625,4.65625,229920000,AMZN,5.261669,4.703125,0.046875,0.0
1999-11-29,4.775000095367432,4.84375,4.506249904632568,4.521874904632568,4.521874904632568,361074000,AMZN,4.893831,4.849999904632568,0.328125,0.0
1999-12-01,4.362500190734863,4.393750190734863,4.098437786102295,4.25,4.25,213272000,AMZN,4.647913,4.884375095367432,0.6343750953674316,0.0
1999-12-21,4.828125,5.021874904632568,4.775000095367432,4.993750095367432,4.993750095367432,190190000,AMZN,5.3596597,3.1781249046325684,-1.8156251907348633,0.0
1999-12-27,4.387499809265137,4.412499904632568,4.0,4.056250095367432,4.056250095367432,330476000,AMZN,4.558313,3.206249952316284,-0.8500001430511475,0.0
2000-01-07,3.3499999046325684,3.5250000953674316,3.309375047683716,3.4781250953674316,3.4781250953674316,210108000,AMZN,4.6111484,3.2281250953674316,-0.25,0.0
2000-01-10,3.628124952316284,3.6312499046325684,3.278125047683716,3.4593749046325684,3.4593749046325684,295158000,AMZN,4.506322,3.371875047683716,-0.08749985694885254,0.0
2000-01-14,3.3375000953674316,3.4312500953674316,3.200000047683716,3.2125000953674316,3.2125000953674316,137072000,AMZN,3.8346605,3.7500000000000004,0.5374999046325688,0.0
2000-01-27,3.2593750953674316,3.387500047683716,3.231250047683716,3.346874952316284,3.346874952316284,135680000,AMZN,3.9173741,3.4500000476837163,0.10312509536743208,0.0
2000-02-01,3.375,3.53125,3.21875,3.371875047683716,3.371875047683716,268092000,AMZN,3.959769,3.521874904632569,0.14999985694885298,0.0
2000-03-08,3.1624999046325684,3.237499952316284,3.028125047683716,3.1812500953674316,3.1812500953674316,118814000,AMZN,3.7556846,3.3125,0.13124990463256836,0.0
2000-03-16,3.112499952316284,3.3187499046325684,3.0,3.3125,3.3125,194062000,AMZN,3.8229468,3.212500095367431,-0.0999999046325688,0.0
2000-03-30,3.2249999046325684,3.3687500953674316,3.200000047683716,3.325000047683716,3.325000047683716,100680000,AMZN,3.8918512,2.6187500953674316,-0.7062499523162842,0.0
2000-04-13,2.893749952316284,2.9375,2.3968749046325684,2.4000000953674316,2.4000000953674316,213580000,AMZN,3.0337777,2.9249999523162846,0.524999856948853,0.0
2000-04-20,2.668750047683716,2.684375047683716,2.4937500953674316,2.6187500953674316,2.6187500953674316,98506000,AMZN,3.4639344,2.6875,0.06874990463256836,0.0
2000-04-25,2.590625047683716,2.706249952316284,2.512500047683716,2.621875047683716,2.621875047683716,143008000,AMZN,3.317416,2.9531250000000004,0.3312499523162846,0.0
2000-04-26,2.6656250953674316,2.871875047683716,2.6226561069488525,2.674999952316284,2.674999952316284,240128000,AMZN,3.2334962,3.049999952316284,0.375,0.0
2000-05-02,2.9593749046325684,3.0,2.793750047683716,2.8062500953674316,2.8062500953674316,148558000,AMZN,3.4089031,2.3343749046325684,-0.4718751907348633,0.0
2000-05-03,2.762500047683716,2.828125,2.6500000953674316,2.706249952316284,2.706249952316284,108496000,AMZN,3.313542,2.428124904632569,-0.2781250476837154,0.0
2000-05-05,2.731250047683716,2.9312500953674316,2.706249952316284,2.924999952316284,2.924999952316284,81242000,AMZN,3.6344502,2.325000047683716,-0.5999999046325684,0.0
2000-05-11,2.6968750953674316,2.7874999046325684,2.546875,2.7437500953674316,2.7437500953674316,111616000,AMZN,3.3721082,2.893749952316284,0.14999985694885254,0.0
2000-05-15,2.6812500953674316,2.825000047683716,2.543750047683716,2.8031249046325684,2.8031249046325684,82508000,AMZN,3.4448671,2.5281250476837163,-0.2749998569488521,0.0
2000-05-18,3.018749952316284,3.043750047683716,2.7562499046325684,2.768749952316284,2.768749952316284,94540000,AMZN,3.3706546,2.609375,-0.15937495231628418,0.0
2000-05-23,2.5250000953674316,2.59375,2.325000047683716,2.3343749046325684,2.3343749046325684,116744000,AMZN,3.0998363,2.3218750953674316,-0.012499809265136719,0.0
2000-05-25,2.4749999046325684,2.5,2.2750000953674316,2.2750000953674316,2.2750000953674316,98390000,AMZN,3.219298,2.2999999523162846,0.024999856948852983,0.0
2000-05-26,2.3125,2.387500047683716,2.200000047683716,2.325000047683716,2.325000047683716,72420000,AMZN,3.1576023,2.265625,-0.05937504768371582,0.0
2000-05-31,2.5374999046325684,2.612499952316284,2.40625,2.4156250953674316,2.4156250953674316,137640000,AMZN,3.179596,2.3031249046325684,-0.11250019073486328,0.0
2000-06-16,2.362499952316284,2.371875047683716,2.268749952316284,2.299999952316284,2.299999952316284,61418000,AMZN,3.1864629,1.7531249523162842,-0.546875,0.0
2000-06-19,2.2750000953674316,2.293750047683716,2.174999952316284,2.265625,2.265625,103030000,AMZN,3.087161,1.6562500000000002,-0.6093749999999998,0.0
2000-06-28,1.84375,1.9968750476837158,1.806249976158142,1.8937499523162842,1.8937499523162842,297486000,AMZN,2.9364405,2.0156250000000004,0.12187504768371626,0.0
2000-06-30,1.850000023841858,1.8624999523162842,1.774999976158142,1.8156249523162842,1.8156249523162842,129038000,AMZN,2.6569932,1.9375,0.12187504768371582,0.0
2000-07-07,1.806249976158142,1.850000023841858,1.7625000476837158,1.806249976158142,1.806249976158142,77412000,AMZN,2.5069396,1.5,-0.3062499761581421,0.0
2000-07-13,1.78125,1.7999999523162842,1.743749976158142,1.75,1.75,171950000,AMZN,2.6681762,1.5750000476837163,-0.17499995231628374,0.0
2000-07-19,2.075000047683716,2.078125,1.9500000476837158,2.043750047683716,2.043750047683716,94874000,AMZN,2.6624014,1.543750047683716,-0.4999999999999998,0.0
2000-07-20,2.046875,2.168750047683716,1.975000023841858,2.015625,2.015625,138914000,AMZN,2.6722198,1.521875023841858,-0.4937499761581421,0.0
2000-07-26,1.7531249523162842,1.8359379768371582,1.703125,1.803125023841858,1.803125023841858,310956000,AMZN,2.4209578,1.9312499761581425,0.12812495231628462,0.0
